ポケモンタイプのみ強さランキング

単タイプのみでのランキング
Final Type Rankings:
440   Flying/Poison/Water            0.001029
441   Dark/Flying/Psychic            0.001029
442   Fairy/Flying/Poison            0.001028
443   Dark/Fighting/Psychic          0.001028
444   Bug/Dark/Ghost                 0.001028
445   Dark/Flying/Water              0.001028
446   Bug/Fairy/Rock                 0.001028
447   Dragon/Electric/Ice            0.001028
448   Electric/Ground/Poison         0.001027
449   Fighting/Normal/Water          0.001027
450   Dragon/Psychic/Water           0.001027
451   Ground/Psychic                 0.001027
452   Grass/Ground/Rock              0.001026
453   Flying/Normal/Psychic          0.001026
454   Dark/Ghost/Psychic             0.001026
455   Fairy/Rock/Steel               0.001025
456   Fire/Psychic                   0.001024
457   Grass/Ground/Poison            0.001024
458   Ice/Steel/Water                0.001023
459   Ghost/Ice                      0.001022
460   Normal/Steel/Water             0.001022
461   Bug/Flying/Steel               0.001021
462   Dragon/Fire/Flying             0.001021
463   Fire/Normal                    0.001021
464   Fighting/Rock                  0.001021
465   Fairy/Ghost/Grass              0.001021
466   Fairy/Grass/Ground             0.001020
467   Dragon/Electric/Ground         0.001020
468   Flying/Normal/Poison           0.001020
469   Flying/Ground/Rock             0.001020
470   Bug/Psychic/Water              0.001019
471   Electric/Ice/Psychic           0.001019
472   Bug/Electric/Psychic           0.001019
473   Dragon/Ground/Poison           0.001019
474   Fire/Ghost/Steel               0.001019
475   Ground/Ice/Steel               0.001019
476   Dark/Fire/Poison               0.001018
477   Bug/Dark/Rock                  0.001018
478   Fighting/Normal/Steel          0.001018
479   Dragon/Fairy/Normal            0.001018
480   Dragon/Normal/Steel            0.001018
481   Flying/Normal/Rock             0.001017
482   Dark/Electric/Fighting         0.001017
483   Bug/Normal/Steel               0.001017
484   Electric/Fighting/Grass        0.001017
485   Dark/Fighting/Flying           0.001017
486   Poison                         0.001016
487   Bug/Poison/Steel               0.001015
488   Grass/Ground/Ice               0.001015
489   Flying/Ice/Steel               0.001015
490   Ground/Ice/Normal              0.001015
491   Dragon/Fairy                   0.001015
492   Fighting/Ground/Poison         0.001014
493   Bug/Ghost/Steel                0.001014
494   Flying/Psychic/Rock            0.001013
495   Fire/Flying/Water              0.001013
496   Fairy/Flying/Normal            0.001013
497   Bug/Electric/Fire              0.001013
498   Fighting                       0.001013
499   Dragon/Ground                  0.001012
500   Fighting/Poison/Water          0.001012
501   Ghost/Rock/Steel               0.001011
502   Flying/Ghost                   0.001011
503   Flying/Poison                  0.001011
504   Fairy/Fire/Flying              0.001011
505   Dragon/Ghost/Ice               0.001011
506   Dragon/Ice/Steel               0.001011
507   Bug/Dragon/Ground              0.001010
508   Ghost/Poison                   0.001010
509   Ghost/Ice/Steel                0.001010
510   Dragon/Ice/Poison              0.001009
511   Electric/Ghost/Steel           0.001008
512   Dark/Water                     0.001008
513   Electric/Grass/Steel           0.001008
514   Dragon/Electric/Fire           0.001007
515   Dark/Dragon/Steel              0.001007
516   Fairy/Flying                   0.001006
517   Dark/Electric                  0.001006
518   Grass/Steel                    0.001006
519   Dark/Flying/Normal             0.001006
520   Psychic/Water                  0.001006
521   Dark/Fairy/Fighting            0.001004
522   Bug/Dark/Fire                  0.001004
523   Flying/Poison/Psychic          0.001004
524   Fire/Poison/Water              0.001003
525   Flying/Ghost/Poison            0.001003
526   Ghost/Rock                     0.001003
527   Fire/Flying/Grass              0.001003
528   Electric/Psychic               0.001003
529   Bug/Dragon/Fire                0.001003
530   Fire/Ground/Poison             0.001002
531   Fairy/Ice/Steel                0.001002
532   Fire/Psychic/Steel             0.001002
533   Dragon/Electric/Ghost          0.001002
534   Fighting/Ghost/Psychic         0.001001
535   Dragon/Ghost/Rock              0.001001
536   Fighting/Rock/Water            0.001001
537   Bug/Dark/Fairy                 0.001000
538   Fairy/Flying/Psychic           0.001000
539   Flying/Ghost/Water             0.000999
540   Bug/Psychic/Steel              0.000999
541   Grass/Normal/Poison            0.000999
542   Dragon/Fairy/Psychic           0.000999
543   Dragon/Fire/Ice                0.000998
544   Ice/Poison/Psychic             0.000998
545   Fighting/Flying/Poison         0.000998
546   Bug/Fairy/Poison               0.000998
547   Flying/Ice/Water               0.000997
548   Dark/Ground/Ice                0.000997
549   Fire/Steel                     0.000996
550   Ghost/Grass/Poison             0.000996
551   Fighting/Ghost/Poison          0.000996
552   Ghost/Grass/Ground             0.000996
553   Bug/Fighting/Fire              0.000996
554   Ghost/Ice/Poison               0.000995
555   Bug/Poison/Psychic             0.000995
556   Dragon/Electric                0.000995
557   Fighting/Normal                0.000995
558   Poison/Rock/Water              0.000995
559   Electric/Fairy/Rock            0.000995
560   Fairy/Fire/Ice                 0.000994
561   Fire/Grass/Ice                 0.000994
562   Fairy/Ghost/Psychic            0.000994
563   Fire/Ghost/Ice                 0.000994
564   Dark/Ghost/Grass               0.000994
565   Bug/Fairy/Fire                 0.000994
566   Fairy/Fighting/Rock            0.000993
567   Bug/Ice/Water                  0.000993
568   Dark                           0.000993
569   Bug/Normal                     0.000993
570   Bug/Fighting/Water             0.000993
571   Fairy/Grass/Poison             0.000992
572   Electric/Grass                 0.000992
573   Dragon/Ghost/Ground            0.000992
574   Fire/Flying/Normal             0.000992
575   Dark/Fighting/Ground           0.000991
576   Bug/Electric/Flying            0.000991
577   Electric/Fairy/Grass           0.000990
578   Dragon/Normal/Poison           0.000990
579   Dragon/Grass/Water             0.000989
580   Ghost/Rock/Water               0.000989
581   Fairy/Fire/Poison              0.000988
582   Fire/Rock/Water                0.000988
583   Fire/Flying                    0.000988
584   Ice/Poison                     0.000987
585   Ice                            0.000987
586   Dragon/Poison                  0.000987
587   Grass/Poison                   0.000987
588   Bug/Fairy/Normal               0.000986
589   Dark/Ground/Psychic            0.000986
590   Fighting/Rock/Steel            0.000985
591   Fighting/Ice/Steel             0.000985
592   Poison/Steel                   0.000984
593   Fairy/Ghost/Rock               0.000984
594   Fighting/Ice/Poison            0.000984
595   Dragon/Poison/Psychic          0.000984
596   Bug/Fairy/Psychic              0.000984
597   Fire/Ice/Psychic               0.000984
598   Dark/Steel                     0.000983
599   Fairy/Ghost/Ice                0.000983
600   Bug/Fighting/Ground            0.000983
601   Fairy/Fighting/Poison          0.000982
602   Dragon/Fighting/Water          0.000982
603   Fairy/Flying/Rock              0.000982
604   Dark/Electric/Fire             0.000981
605   Dragon/Ground/Normal           0.000981
606   Ice/Normal/Psychic             0.000981
607   Bug/Normal/Poison              0.000980
608   Electric/Steel                 0.000980
609   Dragon/Ice                     0.000980
610   Dragon/Ghost/Poison            0.000980
611   Dark/Fighting/Water            0.000979
612   Dragon/Ground/Rock             0.000979
613   Dragon/Fairy/Rock              0.000979
614   Psychic                        0.000978
615   Flying/Psychic                 0.000978
616   Ghost/Grass                    0.000978
617   Bug/Dragon/Poison              0.000978
618   Dark/Fighting                  0.000977
619   Normal/Psychic/Rock            0.000977
620   Bug/Normal/Psychic             0.000977
621   Fighting/Grass/Water           0.000976
622   Dragon/Ghost                   0.000976
623   Rock/Water                     0.000976
624   Bug/Ghost                      0.000976
625   Fire/Flying/Ghost              0.000976
626   Bug/Ghost/Poison               0.000975
627   Fire/Flying/Rock               0.000975
628   Flying/Psychic/Water           0.000975
629   Dark/Psychic                   0.000975
630   Bug/Fighting/Psychic           0.000975
631   Fire/Ice                       0.000975
632   Fire/Flying/Poison             0.000974
633   Electric/Fire/Ghost            0.000974
634   Ice/Psychic                    0.000974
635   Dragon/Fire/Rock               0.000974
636   Bug/Fire/Normal                0.000974
637   Electric/Fire                  0.000973
638   Dragon/Rock                    0.000972
639   Dragon/Psychic/Rock            0.000972
640   Fairy/Rock                     0.000971
641   Psychic/Rock                   0.000971
642   Grass/Poison/Psychic           0.000971
643   Electric/Grass/Normal          0.000971
644   Ghost/Poison/Steel             0.000970
645   Electric/Psychic/Steel         0.000970
646   Bug/Fairy                      0.000969
647   Bug/Dragon/Fairy               0.000969
648   Ice/Normal/Water               0.000968
649   Electric/Fighting/Rock         0.000968
650   Grass/Ground                   0.000968
651   Dark/Electric/Psychic          0.000968
652   Fairy/Psychic/Rock             0.000967
653   Bug/Flying/Rock                0.000967
654   Grass/Psychic/Rock             0.000967
655   Fairy/Fighting/Ice             0.000966
656   Rock                           0.000966
657   Fighting/Normal/Poison         0.000965
658   Electric/Flying/Grass          0.000965
659   Fighting/Fire/Rock             0.000965
660   Dragon/Electric/Normal         0.000965
661   Dragon                         0.000965
662   Electric/Normal/Poison         0.000965
663   Dragon/Electric/Flying         0.000964
664   Dark/Fire/Steel                0.000964
665   Dragon/Ice/Psychic             0.000964
666   Dragon/Rock/Steel              0.000964
667   Ice/Normal/Poison              0.000964
668   Poison/Psychic/Steel           0.000964
669   Dark/Psychic/Water             0.000964
670   Grass/Psychic/Steel            0.000963
671   Fairy/Fire/Rock                0.000963
672   Bug/Poison                     0.000963
673   Dark/Poison/Rock               0.000962
674   Psychic/Rock/Steel             0.000962
675   Electric/Ice/Poison            0.000961
676   Dragon/Fire/Poison             0.000961
677   Grass/Ground/Normal            0.000961
678   Bug/Fire                       0.000961
679   Psychic/Rock/Water             0.000961
680   Bug/Fire/Rock                  0.000960
681   Dark/Fairy/Rock                0.000959
682   Dragon/Flying/Rock             0.000959
683   Electric/Fighting/Poison       0.000958
684   Fire/Flying/Psychic            0.000957
685   Fighting/Ground/Rock           0.000956
686   Bug/Fighting/Ghost             0.000956
687   Electric/Fire/Psychic          0.000956
688   Fighting/Poison                0.000956
689   Bug/Fire/Ghost                 0.000955
690   Grass/Normal/Rock              0.000955
691   Dragon/Normal/Psychic          0.000955
692   Dragon/Ground/Psychic          0.000955
693   Fairy/Ground/Rock              0.000955
694   Normal/Poison/Steel            0.000954
695   Ice/Psychic/Steel              0.000954
696   Ghost/Ice/Rock                 0.000954
697   Bug                            0.000954
698   Bug/Fire/Psychic               0.000953
699   Bug/Electric/Ice               0.000953
700   Electric/Poison/Psychic        0.000953
701   Bug/Dragon/Ghost               0.000952
702   Electric/Fire/Normal           0.000952
703   Bug/Dark                       0.000951
704   Dragon/Electric/Psychic        0.000950
705   Electric/Poison                0.000949
706   Ground/Poison/Rock             0.000948
707   Ground/Rock/Steel              0.000948
708   Normal/Steel                   0.000948
709   Fairy/Normal/Rock              0.000947
710   Dragon/Fighting/Ice            0.000947
711   Electric/Rock/Water            0.000946
712   Dragon/Fighting/Rock           0.000946
713   Electric/Ghost/Rock            0.000945
714   Fighting/Ghost/Grass           0.000945
715   Ghost/Ground/Rock              0.000945
716   Dark/Ice/Water                 0.000945
717   Rock/Steel/Water               0.000945
718   Dark/Fire/Normal               0.000944
719   Dragon/Fairy/Ice               0.000944
720   Flying/Ice                     0.000943
721   Dark/Dragon/Water              0.000942
722   Dragon/Electric/Fighting       0.000942
723   Bug/Dragon/Normal              0.000942
724   Flying/Ghost/Ice               0.000942
725   Dark/Ground/Normal             0.000941
726   Fighting/Ice/Normal            0.000941
727   Dragon/Fighting/Ghost          0.000940
728   Electric/Fire/Ice              0.000940
729   Electric/Grass/Ice             0.000940
730   Bug/Psychic                    0.000939
731   Electric/Ice/Normal            0.000939
732   Dragon/Normal                  0.000939
733   Dark/Dragon/Fairy              0.000938
734   Electric/Ghost/Poison          0.000938
735   Dark/Normal/Psychic            0.000938
736   Fire/Poison/Psychic            0.000937
737   Fighting/Ice/Rock              0.000937
738   Dark/Dragon/Ghost              0.000936
739   Dark/Flying/Ice                0.000936
740   Fighting/Poison/Rock           0.000936
741   Dragon/Fighting/Psychic        0.000936
742   Bug/Dark/Normal                0.000936
743   Flying/Ice/Poison              0.000935
744   Bug/Flying/Water               0.000935
745   Fighting/Normal/Rock           0.000935
746   Fairy/Ice/Psychic              0.000933
747   Flying/Grass/Ground            0.000933
748   Dark/Fire/Ice                  0.000932
749   Poison/Psychic/Rock            0.000931
750   Dragon/Flying/Ice              0.000930
751   Dark/Electric/Steel            0.000930
752   Dark/Fairy/Ice                 0.000930
753   Dragon/Flying/Poison           0.000930
754   Bug/Dragon                     0.000929
755   Dragon/Fighting/Ground         0.000929
756   Ground/Rock/Water              0.000929
757   Ghost/Grass/Ice                0.000929
758   Ground/Rock                    0.000929
759   Fairy/Ice                      0.000929
760   Ground/Psychic/Rock            0.000928
761   Fairy/Ice/Poison               0.000928
762   Dragon/Grass/Rock              0.000928
763   Fighting/Fire/Poison           0.000928
764   Dark/Fighting/Ice              0.000928
765   Fire/Normal/Steel              0.000927
766   Dragon/Fairy/Fighting          0.000926
767   Fighting/Grass/Ground          0.000926
768   Bug/Fire/Poison                0.000926
769   Fire/Ghost/Poison              0.000925
770   Bug/Fairy/Fighting             0.000924
771   Grass/Ice/Poison               0.000924
772   Dark/Grass/Steel               0.000924
773   Grass/Ice/Rock                 0.000924
774   Fire/Ice/Steel                 0.000924
775   Ground/Ice/Rock                0.000924
776   Dragon/Flying/Ground           0.000924
777   Dark/Electric/Ice              0.000924
778   Bug/Fighting/Flying            0.000923
779   Dragon/Fighting/Poison         0.000923
780   Ice/Psychic/Rock               0.000923
781   Dragon/Grass/Ice               0.000923
782   Fire/Normal/Poison             0.000923
783   Flying/Ghost/Grass             0.000922
784   Dark/Ice/Psychic               0.000921
785   Ice/Rock/Water                 0.000921
786   Flying/Ice/Rock                0.000921
787   Dragon/Electric/Poison         0.000921
788   Ghost/Poison/Rock              0.000921
789   Grass/Normal/Steel             0.000920
790   Bug/Fighting/Normal            0.000920
791   Dark/Grass/Water               0.000920
792   Grass/Psychic/Water            0.000920
793   Dragon/Poison/Rock             0.000919
794   Ghost/Ground/Psychic           0.000919
795   Dragon/Electric/Rock           0.000919
796   Dragon/Fairy/Flying            0.000918
797   Flying/Ice/Normal              0.000918
798   Fire/Ice/Poison                0.000918
799   Dark/Psychic/Rock              0.000918
800   Flying/Grass/Poison            0.000918
801   Bug/Dragon/Psychic             0.000918
802   Flying/Ice/Psychic             0.000918
803   Dragon/Psychic                 0.000917
804   Fire/Ghost/Rock                0.000916
805   Electric/Rock                  0.000916
806   Electric/Psychic/Rock          0.000916
807   Dark/Fighting/Rock             0.000916
808   Fire/Poison                    0.000916
809   Bug/Grass/Water                0.000916
810   Fire/Psychic/Rock              0.000915
811   Ice/Poison/Steel               0.000913
812   Fairy/Poison/Rock              0.000913
813   Bug/Dark/Fighting              0.000912
814   Poison/Rock                    0.000912
815   Dragon/Grass/Poison            0.000911
816   Electric/Ground/Rock           0.000910
817   Fairy/Ice/Normal               0.000910
818   Bug/Dark/Psychic               0.000909
819   Fighting/Grass/Psychic         0.000908
820   Bug/Ice/Rock                   0.000908
821   Dragon/Flying/Ghost            0.000907
822   Rock/Steel                     0.000906
823   Fire/Ice/Normal                0.000906
824   Ghost/Psychic/Steel            0.000906
825   Dark/Dragon/Ground             0.000906
826   Electric/Normal/Steel          0.000905
827   Dragon/Flying/Normal           0.000905
828   Dark/Normal/Water              0.000904
829   Dark/Fighting/Normal           0.000903
830   Dragon/Flying                  0.000902
831   Bug/Dark/Flying                0.000901
832   Bug/Fighting                   0.000900
833   Normal/Rock/Water              0.000900
834   Dark/Flying/Grass              0.000900
835   Dark/Grass/Ground              0.000899
836   Ice/Steel                      0.000899
837   Fire/Rock                      0.000898
838   Flying/Grass/Normal            0.000898
839   Dark/Fairy/Grass               0.000897
840   Bug/Fighting/Poison            0.000897
841   Electric/Ice/Steel             0.000897
842   Electric/Ice/Rock              0.000896
843   Normal/Poison/Rock             0.000895
844   Fire/Ghost/Psychic             0.000895
845   Bug/Fire/Grass                 0.000895
846   Dark/Electric/Normal           0.000895
847   Dragon/Fighting/Flying         0.000894
848   Grass/Ground/Psychic           0.000894
849   Ghost/Psychic/Water            0.000894
850   Flying/Grass                   0.000894
851   Fire/Ground/Rock               0.000893
852   Fire/Flying/Ice                0.000892
853   Fighting/Flying/Grass          0.000891
854   Bug/Fighting/Ice               0.000891
855   Dragon/Electric/Grass          0.000890
856   Dark/Rock/Water                0.000890
857   Bug/Flying/Ghost               0.000890
858   Fairy/Grass/Normal             0.000888
859   Fighting/Grass/Poison          0.000888
860   Dark/Grass/Rock                0.000888
861   Electric/Ghost/Psychic         0.000888
862   Dark/Ground/Rock               0.000887
863   Dragon/Fighting                0.000887
864   Ice/Normal                     0.000887
865   Fighting/Grass/Ice             0.000886
866   Grass/Normal                   0.000886
867   Ground/Normal/Rock             0.000885
868   Dark/Normal                    0.000883
869   Bug/Dragon/Ice                 0.000883
870   Ghost/Poison/Psychic           0.000882
871   Fairy/Grass/Psychic            0.000881
872   Dark/Electric/Grass            0.000881
873   Dark/Ice                       0.000881
874   Ice/Poison/Rock                0.000881
875   Dragon/Ghost/Grass             0.000880
876   Electric/Grass/Psychic         0.000880
877   Dragon/Fighting/Normal         0.000880
878   Bug/Fairy/Flying               0.000879
879   Bug/Flying/Normal              0.000878
880   Bug/Grass/Ground               0.000878
881   Fairy/Flying/Ice               0.000877
882   Ghost/Psychic                  0.000877
883   Dark/Fire/Rock                 0.000876
884   Dragon/Normal/Rock             0.000876
885   Dragon/Flying/Psychic          0.000876
886   Fairy/Grass                    0.000875
887   Ghost/Ice/Psychic              0.000875
888   Dragon/Ice/Normal              0.000875
889   Dark/Rock                      0.000874
890   Ghost/Psychic/Rock             0.000874
891   Dragon/Ice/Rock                0.000874
892   Bug/Flying/Poison              0.000873
893   Normal/Rock                    0.000873
894   Bug/Flying                     0.000873
895   Bug/Electric/Grass             0.000871
896   Dark/Dragon/Electric           0.000871
897   Ice/Rock                       0.000869
898   Fighting/Grass/Normal          0.000869
899   Bug/Flying/Psychic             0.000869
900   Flying/Grass/Ice               0.000868
901   Flying/Grass/Psychic           0.000868
902   Grass                          0.000868
903   Dark/Dragon/Flying             0.000866
904   Electric/Fire/Steel            0.000866
905   Fire/Ice/Rock                  0.000864
906   Fighting/Grass                 0.000861
907   Fire/Poison/Steel              0.000860
908   Fairy/Fighting/Grass           0.000859
909   Grass/Ice                      0.000858
910   Bug/Ghost/Ice                  0.000857
911   Bug/Fire/Ice                   0.000855
912   Flying/Ghost/Psychic           0.000854
913   Fairy/Flying/Grass             0.000853
914   Fire/Normal/Rock               0.000852
915   Electric/Normal/Rock           0.000852
916   Dark/Fighting/Grass            0.000850
917   Dark/Electric/Rock             0.000849
918   Bug/Dark/Dragon                0.000847
919   Grass/Normal/Psychic           0.000846
920   Fairy/Ice/Rock                 0.000846
921   Bug/Ghost/Psychic              0.000845
922   Bug/Dragon/Fighting            0.000845
923   Dragon/Grass/Ground            0.000843
924   Bug/Ice/Steel                  0.000842
925   Bug/Ice/Poison                 0.000842
926   Dark/Dragon/Psychic            0.000838
927   Bug/Grass/Steel                0.000836
928   Dark/Dragon                    0.000836
929   Poison/Rock/Steel              0.000835
930   Bug/Ice/Psychic                0.000834
931   Electric/Poison/Steel          0.000834
932   Bug/Ice                        0.000833
933   Dark/Dragon/Rock               0.000832
934   Dragon/Ghost/Psychic           0.000830
935   Bug/Dark/Ice                   0.000830
936   Grass/Ice/Psychic              0.000828
937   Bug/Fire/Flying                0.000828
938   Bug/Dragon/Flying              0.000828
939   Dark/Dragon/Ice                0.000827
940   Dragon/Fairy/Grass             0.000826
941   Ghost/Grass/Psychic            0.000825
942   Grass/Ice/Steel                0.000824
943   Bug/Ice/Normal                 0.000823
944   Dark/Grass                     0.000821
945   Fairy/Grass/Ice                0.000820
946   Grass/Psychic                  0.000816
947   Dragon/Grass                   0.000816
948   Ice/Rock/Steel                 0.000815
949   Bug/Ghost/Grass                0.000814
950   Dark/Rock/Steel                0.000812
951   Fire/Rock/Steel                0.000812
952   Dark/Ice/Steel                 0.000810
953   Electric/Fire/Poison           0.000810
954   Electric/Poison/Rock           0.000809
955   Bug/Fairy/Ice                  0.000809
956   Dragon/Grass/Normal            0.000807
957   Grass/Ice/Normal               0.000806
958   Dark/Normal/Steel              0.000805
959   Electric/Rock/Steel            0.000804
960   Electric/Fire/Rock             0.000803
961   Bug/Grass/Poison               0.000798
962   Dark/Dragon/Fighting           0.000797
963   Fire/Poison/Rock               0.000797
964   Dark/Grass/Ice                 0.000792
965   Dragon/Fighting/Grass          0.000791
966   Dark/Ice/Rock                  0.000784
967   Normal/Rock/Steel              0.000782
968   Ice/Normal/Steel               0.000779
969   Dragon/Grass/Psychic           0.000776
970   Dark/Dragon/Normal             0.000775
971   Dark/Grass/Normal              0.000771
972   Ice/Normal/Rock                0.000769
973   Dragon/Flying/Grass            0.000769
974   Bug/Fairy/Grass                0.000766
975   Bug/Flying/Ice                 0.000764
976   Bug/Flying/Grass               0.000760
977   Bug/Dragon/Grass               0.000760
978   Bug/Grass/Normal               0.000760
979   Dark/Ice/Normal                0.000759
980   Dark/Grass/Psychic             0.000759
981   Dark/Normal/Rock               0.000758
982   Bug/Grass/Psychic              0.000747
983   Bug/Dark/Grass                 0.000746
984   Dark/Dragon/Grass              0.000741
985   Bug/Grass                      0.000736
986   Bug/Fighting/Grass             0.000726
987   Bug/Grass/Ice                  0.000706



3タイプ複合防御重視ランキング (Defense Weighted):

Rank  Type                           Score
--------------------------------------------------
1     Flying/Ground/Steel            0.001317
2     Flying/Ground/Water            0.001312
3     Fairy/Ground/Steel             0.001271
4     Fire/Ground/Water              0.001266
5     Fire/Grass/Ground              0.001258
6     Electric/Flying/Steel          0.001258
7     Fighting/Flying/Steel          0.001253
8     Fairy/Steel/Water              0.001250
9     Bug/Ground/Water               0.001248
10    Ground/Steel/Water             0.001244
11    Fairy/Ground/Water             0.001239
12    Flying/Ground/Ice              0.001238
13    Fairy/Fire/Ground              0.001237
14    Dragon/Flying/Steel            0.001219
15    Fairy/Fighting/Steel           0.001213
16    Dragon/Fairy/Steel             0.001212
17    Fighting/Ground/Steel          0.001211
18    Ground/Ice/Water               0.001210
19    Electric/Ground/Ice            0.001209
20    Dragon/Fire/Ground             0.001208
21    Bug/Electric/Water             0.001208
22    Ground/Poison/Water            0.001208
23    Fire/Ground/Ice                0.001208
24    Electric/Fairy/Ground          0.001207
25    Dragon/Ground/Steel            0.001207
26    Fighting/Ground/Ice            0.001206
27    Fairy/Flying/Steel             0.001203
28    Electric/Flying/Ground         0.001198
29    Bug/Electric/Ground            0.001197
30    Electric/Flying/Water          0.001196
31    Fire/Flying/Ground             0.001195
32    Ground/Ice/Poison              0.001195
33    Fairy/Fire/Water               0.001192
34    Ghost/Ground/Ice               0.001188
35    Fire/Flying/Steel              0.001185
36    Dark/Ground/Poison             0.001185
37    Bug/Steel/Water                0.001183
38    Fighting/Ghost/Steel           0.001182
39    Fairy/Ghost/Ground             0.001182
40    Ghost/Ground/Steel             0.001182
41    Flying/Rock/Steel              0.001177
42    Fighting/Steel/Water           0.001177
43    Flying/Steel/Water             0.001177
44    Dark/Fairy/Ground              0.001176
45    Fairy/Flying/Ground            0.001175
46    Fairy/Ground/Ice               0.001175
47    Dragon/Ground/Ice              0.001174
48    Dragon/Steel/Water             0.001174
49    Fighting/Fire/Water            0.001174
50    Bug/Ground/Steel               0.001172
51    Electric/Fighting/Flying       0.001171
52    Fighting/Fire/Ground           0.001168
53    Grass/Steel/Water              0.001168
54    Fairy/Ground/Poison            0.001167
55    Fire/Grass/Rock                0.001165
56    Fairy/Fighting/Ground          0.001165
57    Bug/Rock/Water                 0.001165
58    Ground/Ice                     0.001164
59    Bug/Fairy/Ground               0.001164
60    Fire/Grass/Water               0.001164
61    Dragon/Fire/Water              0.001163
62    Electric/Fairy/Water           0.001161
63    Fairy/Ghost/Normal             0.001159
64    Fairy/Ground/Normal            0.001158
65    Fighting/Flying/Ground         0.001158
66    Bug/Dragon/Steel               0.001158
67    Fighting/Psychic/Steel         0.001158
68    Ground/Ice/Psychic             0.001158
69    Bug/Fire/Ground                0.001158
70    Bug/Ground/Rock                0.001157
71    Fighting/Fire/Ice              0.001156
72    Fairy/Ghost/Water              0.001156
73    Fighting/Flying/Rock           0.001156
74    Dark/Fire/Ground               0.001155
75    Fairy/Ground                   0.001154
76    Dark/Flying/Ground             0.001153
77    Fire/Grass/Steel               0.001152
78    Grass/Rock/Water               0.001152
79    Ground/Psychic/Steel           0.001152
80    Fairy/Ground/Psychic           0.001150
81    Dark/Flying/Steel              0.001149
82    Dragon/Fairy/Water             0.001149
83    Fighting/Fire/Psychic          0.001148
84    Dark/Poison/Water              0.001147
85    Electric/Fighting/Ground       0.001147
86    Fighting/Ghost/Ground          0.001147
87    Flying/Ground/Rock             0.001145
88    Flying/Ground/Normal           0.001144
89    Fairy/Fighting/Fire            0.001144
90    Fairy/Ghost/Steel              0.001144
91    Fire/Ghost/Ground              0.001144
92    Dark/Fairy/Steel               0.001143
93    Flying/Poison/Steel            0.001143
94    Fighting/Fire/Ghost            0.001143
95    Fire/Ground                    0.001143
96    Fighting/Ghost/Ice             0.001142
97    Ground/Steel                   0.001142
98    Flying/Ground                  0.001141
99    Fighting/Ice/Water             0.001140
100   Dragon/Ground/Water            0.001140
101   Flying/Ground/Poison           0.001140
102   Dark/Fighting/Poison           0.001139
103   Electric/Fighting/Ice          0.001138
104   Electric/Fairy/Ghost           0.001138
105   Fighting/Ice/Psychic           0.001137
106   Fire/Ground/Steel              0.001135
107   Fighting/Fire/Flying           0.001135
108   Electric/Ground/Water          0.001134
109   Electric/Fire/Ground           0.001134
110   Fighting/Ground/Psychic        0.001134
111   Fairy/Poison/Water             0.001134
112   Ground/Ice/Steel               0.001134
113   Flying/Ghost/Ground            0.001133
114   Fighting/Psychic/Rock          0.001133
115   Grass/Ground/Water             0.001132
116   Dragon/Fighting/Steel          0.001132
117   Fairy/Fire/Ghost               0.001132
118   Fighting/Ghost/Rock            0.001132
119   Bug/Ground/Ice                 0.001131
120   Dark/Fairy/Fire                0.001130
121   Grass/Ground/Rock              0.001130
122   Fire/Ground/Psychic            0.001130
123   Electric/Flying/Rock           0.001129
124   Fighting/Grass/Rock            0.001129
125   Bug/Fighting/Rock              0.001128
126   Dark/Fighting/Fire             0.001127
127   Grass/Ground/Steel             0.001126
128   Dark/Fairy/Poison              0.001125
129   Fighting/Flying/Ice            0.001125
130   Electric/Ice/Water             0.001124
131   Dark/Fire/Water                0.001123
132   Electric/Fighting/Water        0.001123
133   Dragon/Fairy/Fire              0.001123
134   Electric/Fighting/Psychic      0.001122
135   Ghost/Steel/Water              0.001122
136   Fire/Ground/Normal             0.001121
137   Grass/Ground/Ice               0.001121
138   Ghost/Ground/Normal            0.001121
139   Ground/Water                   0.001119
140   Dark/Ghost/Steel               0.001119
141   Fighting/Ground/Water          0.001119
142   Electric/Fighting/Ghost        0.001118
143   Fairy/Fighting/Ghost           0.001118
144   Flying/Steel                   0.001117
145   Fairy/Fighting/Water           0.001117
146   Dark/Ghost/Ground              0.001117
147   Fairy/Fire/Steel               0.001117
148   Ground/Poison/Steel            0.001117
149   Ghost/Ground/Water             0.001116
150   Electric/Ghost/Ground          0.001116
151   Fighting/Normal/Psychic        0.001116
152   Dark/Fairy/Water               0.001116
153   Electric/Fire/Grass            0.001116
154   Grass/Poison/Water             0.001115
155   Fairy/Ice/Water                0.001115
156   Fire/Ghost/Water               0.001114
157   Fighting/Flying/Ghost          0.001114
158   Electric/Fairy/Fighting        0.001114
159   Bug/Ground/Poison              0.001113
160   Fairy/Psychic/Steel            0.001113
161   Ghost/Ground/Poison            0.001113
162   Electric/Ground/Steel          0.001112
163   Bug/Ghost/Ground               0.001112
164   Flying/Ghost/Steel             0.001112
165   Ghost/Grass/Rock               0.001112
166   Ground/Poison/Psychic          0.001109
167   Fighting/Ghost/Water           0.001109
168   Fighting/Ground/Rock           0.001108
169   Fairy/Steel                    0.001108
170   Dark/Ground/Steel              0.001108
171   Fairy/Ground/Rock              0.001108
172   Bug/Flying/Ground              0.001108
173   Dragon/Fairy/Ground            0.001107
174   Bug/Rock/Steel                 0.001106
175   Flying/Rock/Water              0.001106
